Title,Description,Link
"500 Year Anniversary of the Bavarian Beer Purity Law of 1516 (""Reinheitsgebot"")","On April 23, 2016, breweries all over Germany and will celebrate the 500 year anniversary of the enactment of the Bavarian Reinheitsgebot (beer purity law); a regulation that mandates which ingredients are allowed for the brewing of beer.",https://blogs.loc.gov/law/2016/04/500-year-anniversary-of-the-bavarian-beer-purity-law-of-1516-reinheitsgebot/
They Will Survive: the 2015 National Recording Registry,"This year’s selections for the National Recording Registry provide the makings of a typically eclectic mixtape that spans decades and genres. There really is something for everybody. Each year the National Recording Preservation Board advises the Librarian of Congress in the selection of 25 recordings that are “culturally, historically or aesthetically significant” and are at […]",https://blogs.loc.gov/music/2016/03/they-will-survive-the-2015-national-recording-registry/
"Happy Birthday to ""Little Mozart""","The Music Division is home to some magnificent Mozart manuscripts, from his Violin Concerto No. 5 in A Major, K. 219, to a handwritten letter from 14 year-old Wolfgang to his sister Nannerl, to his revered Gran Partita. In addition to these (fully digitized!) Mozart manuscripts, our collections also feature reflections and commentary on the […]",https://blogs.loc.gov/music/2017/01/happy-birthday-to-little-mozart/
"Days out, and other papers,",Also available in digital form.,https://www.loc.gov/item/17030261/
Silver Bells,"""Silver Bells"" has become a big part of the Christmas soundscape. The song has a catchy tune and easy-to-remember lyrics and illustrates a great song-writing team: Ray Evans and Jay Livingston. In this blog, we will explore the story of the song and its creators.",https://blogs.loc.gov/nls-music-notes/2022/12/silver-bells/
RFC 2056,"Uniform Resource Locators for Z39.50. R. Denenberg, J. Kunze, D. Lynch.",https://www.loc.gov/z3950/agency/defns/rfc2056.html
"The Robert R. Gitt Collection of Television Commercials: Entries by Product Name (A - J): Guides & Finding Aids (Moving Image Research Center, Libraryof Congress)","The Robert R. Gitt Collection of Television Commercials: Entries by Product Name (A - J): Guides & Finding Aids (National Audio-Visual Conservation Center, Library of Congress)",https://www.loc.gov/rr/mopic/findaid/gitt/gitt2.html
"Karr Collection Television Commercials: Entries by Brand Names (B - C): Guides & Finding Aids (Moving Image Research Center, Libraryof Congress)","Karr Collection Television Commercials: Entries by Brand Names (B - C): Guides & Finding Aids (National Audio-Visual Conservation Center, Library of Congress)",https://www.loc.gov/rr/mopic/findaid/karr/karr4.html
Copyright Restoration of Works . . .,"[Federal Register: December 3, 2001 (Volume 66, Number 232)] [Notices] [Page 60223-60225] ----------------------------------------------------------------------- LIBRARY OF CONGRESS Copyright Office [Docket No. RM 97-5C] Copyright Restoration of Works in Accordance With the Uruguay Round Agreements Act; Notification",https://www.copyright.gov/fedreg/2001/66fr60223.html
Bing and Bogart Featured in Library's December Film Series,"The Library of Congress celebrates the holidays in its December film series with stars from the Golden Age of Hollywood such as the late Maureen O’Hara, James Stewart, Bing Crosby, Danny Kaye, Bob Hope and Humphrey Bogart.",https://www.loc.gov/item/prn-15-206/bing-and-bogart-featured-in-librarys-december-film-series/2015-11-16/
Niger,"Constitution Constitution de la 7ème République external link (Niger) Constitution of the Republic of Niger of November 25, 2010 (Constitution of the Seventh Republic) external link (WIPOLex) Executive Gouvernement du Niger external link Présidence de la République du Niger external link Judicial COURTS: Cour d’Etat; Cour d’Appel Juricaf: Niger external link decisions in French Legislative … Continue reading “Niger”",https://www.loc.gov/item/guide-to-law-online/niger/
Orphan Works comment 0177,"Mapstead-Eli-20050303110002 To: Jule L. Sigall Associate Register for Policy & International Affairs Date: 03/03/2005 From: Eli Mapstead Comment: The Dorrie series is a series of illustrated childrens books about a little witch and her adventures that I grew up reading as a kid. However, all except one of the 20 some odd books in the series are out of print. The date of the...",https://www.copyright.gov/orphan/comments/OW0177-Mapstead.pdf
Thomas Scott McBriarty Collection,"Staff Sergeant, Army, Vietnam War, 1961-1975 - Fort Dix, New Jersey; Fort Eustis, Virginia; Fort Sill, Oklahoma; Fort Carson, Oklahoma; Fort Wadsworth, New York; Fort Polk, Louisiana; Fort Campbell, Kentucky; Barbers Point, Hawaii.",https://www.loc.gov/item/afc2001001.84291/
China: Human Rights Activist Li Tie Sentenced for Subversion,"(Feb. 9, 2012) On January 18, 2012, the Intermediate People's Court in Wuhan (the capital of China's Hubei Province) sentenced writer and human rights activist Li Tie to ten years of imprisonment and deprivation of political rights for three years thereafter, on charges of subversion of state power. Li was initially detained on suspicion of […]",https://www.loc.gov/item/global-legal-monitor/2012-02-09/china-human-rights-activist-li-tie-sentenced-for-subversion/
Burma: New Political Parties Registration Law and Other Election Laws Adopted,"(May 14, 2010) In the view of Human Rights Watch, the new election laws issued in Burma (Myanmar) in March 2010 by the ruling military regime, the State Peace and Development Council (SDPC) “are designed to exclude the main opposition party and ensure a victory for the ruling military.” (Burma: Election Laws May Shut Down […]",https://www.loc.gov/item/global-legal-monitor/2010-05-14/burma-new-political-parties-registration-law-and-other-election-laws-adopted/
"Related Resources | About this Collection | Voices from the Dust Bowl: the Charles L. Todd and Robert Sonkin Migrant Worker Collection, 1940-1941 | Digital Collections",Research Compiled | Correspondence | Publications | Other Recordings | Selected Bibliography,https://www.loc.gov/collections/todd-and-sonkin-migrant-workers-from-1940-to-1941/about-this-collection/related-resources/
About Variety Stage Motion Pictures | Articles and Essays | Variety Stage Sound Recordings and Motion Pictures | Digital Collections,"The 61 motion pictures in the American Variety Stage collection include animal acts, burlesque, dance, comic sketches, dramatic excerpts, dramatic sketches, physical culture, and tableaus. The films represented were copyrighted between 1897 and 1920; the majority have been drawn from the Library's extensive Paper Print Collection. The practice of submitting paper print copies of nitrate film as copyright deposits dates from 1894 through at...",https://www.loc.gov/collections/variety-stage-sound-recordings-and-motion-pictures/articles-and-essays/about-variety-stage-motion-pictures/
"The Union daily times (Union, S.C.), November 16, 1921",,https://www.loc.gov/item/sn86071063/1921-11-16/ed-1/
"The Union daily times (Union, S.C.), December 2, 1921",,https://www.loc.gov/item/sn86071063/1921-12-02/ed-1/
"The Union daily times (Union, S.C.), December 24, 1921",,https://www.loc.gov/item/sn86071063/1921-12-24/ed-1/
"The Union daily times (Union, S.C.), April 7, 1922",,https://www.loc.gov/item/sn86071063/1922-04-07/ed-1/
"The Approved selections for supplementary reading and memorizing in the schools of New York, Philadelphia, Chicago, New Orleans, and other cities ...",Also available in digital form.,https://www.loc.gov/item/06003498/
A boy's book of rhyme,Also available in digital form.,https://www.loc.gov/item/07010044/
"Bright little poems for bright little people,",Also available in digital form.,https://www.loc.gov/item/02029595/
The bashful earthquake and other fables and verses ... with many pictures,Also available in digital form. LAC tnb 2020-01-21 update (1 card),https://www.loc.gov/item/98001226/
"Bachelor ballads, being certain of the masterpieces of verse; wherein is set forth the sentiment of good fellowship;",Also available in digital form.,https://www.loc.gov/item/98001587/
Child training;,Also available in digital form.,https://www.loc.gov/item/15002813/
"The clinical pathology of the blood of domesticated animals,",Also available in digital form.,https://www.loc.gov/item/17029148/
Echoes of childhood. Old friends in new costumes. For the risen and the rising generation.,Verse. Also available in digital form.,https://www.loc.gov/item/27020807/
Forty Friday afternoons.,Also available in digital form.,https://www.loc.gov/item/06041498/
"The haunted inn : a farce, in two acts.",HRC copy imperfect: t.p. wanting. Also available in digital form.,https://www.loc.gov/item/20013613/
"Heads, faces, types, races,",Also available in digital form.,https://www.loc.gov/item/11003247/
"In quod, or, Courting the wrong lass. A comedy in II acts. Only one stage setting ...","Interleaved. Subsequently appeared with additional matter under title: Uncle Sam in quod, or, Courting the wrong lass. Also available in digital form.",https://www.loc.gov/item/tmp96008331/
"Little dog Ready, how he lost himself in the big world,",not given,https://www.loc.gov/item/23014091/
"The little story house,",not given,https://www.loc.gov/item/35003090/
Indian Tertiary and post Tertiary Vertebrata ...,not given,https://www.loc.gov/item/gs15000550/
"More tuck-me-in stories,",not given,https://www.loc.gov/item/23013858/
"Neighbors unknown,",Also available in digital form.,https://www.loc.gov/item/11000846/
"An outline sketch, psychology for beginners,",Also available in digital form.,https://www.loc.gov/item/99003213/
"Problems of educational readjustment,",Also available in digital form.,https://www.loc.gov/item/13015261/
The protection of game in Tennessee.,Also available in digital form.,https://www.loc.gov/item/ca17001282/
"Schuremans of New York,",Also available in digital form.,https://www.loc.gov/item/03009359/
"United States Code: Medical Care for Dependents of Members of the Uniformed Services, 37 U.S.C. §§ 401-423 (1958)",not given,https://www.loc.gov/item/uscode1958-007037007/
"United States Code: War Finance Corporation, 15 U.S.C. §§ 331-374 (1964)",not given,https://www.loc.gov/item/uscode1964-003015010/
"United States Code: Exportation Restrictions on Certain Articles, 50a U.S.C. §§ 701-702 (1970)",not given,https://www.loc.gov/item/uscode1970-011050a013/
"United States Code: Military Academy, 10 U.S.C. §§ 1091b-1161a (Suppl. 1 1934).",not given,https://www.loc.gov/item/uscode1934-002010027/
"United States Code: Service Schools, Post Schools, and Military Instruction in Educational Institutions, 10 U.S.C. §§ 1178a-1179 (Suppl. 1 1934).",not given,https://www.loc.gov/item/uscode1934-002010028/
"United States Code: Prohibition of Intoxicating Beverages, 27 U.S.C. §§ 11-64 (Suppl. 5 1925).",not given,https://www.loc.gov/item/uscode1925-006027002/
"United States Code: General Provisions, 27 U.S.C. § 4 (Suppl. 6 1925).",not given,https://www.loc.gov/item/uscode1925-007027001/
"United States Code: Industrial Alcohol, 27 U.S.C. § 79 (Suppl. 6 1925).",not given,https://www.loc.gov/item/uscode1925-007027003/
"United States Code: Penalties, 27 U.S.C. §§ 91-92 (Suppl. 6 1925).",not given,https://www.loc.gov/item/uscode1925-007027004/
"United States Code: Instruction, Training, and Discipline, 32 U.S.C. §§ 62-70 (Suppl. 6 1925).",not given,https://www.loc.gov/item/uscode1925-007032004/
"United States Code: Artificial Limbs and Trusses, 38 U.S.C. §§ 243-249 (Suppl. 5 1925).",not given,https://www.loc.gov/item/uscode1925-006038005/
"United States Code: Saint Lawrence Seaway, 33 U.S.C. §§ 983-988a (Suppl. 4 1982).",not given,https://www.loc.gov/item/uscode1982-042033019/
"William Charles Cole Claiborne to Andrew Jackson, December 20, 1814",not given,https://www.loc.gov/item/maj004389/
The Bronze Venus (The Duke is tops),"1 print (poster) : color. | Motion picture poster for ""The Bronze Venus"" shows Lena Horne in elegant gown in the foreground and three costumed women dancing in the background.",https://www.loc.gov/item/93515681/
"""Oh, well, you know how women are!""","Bound dos-à-dos with: Rinehart, Mary Roberts.""Isn't that just like a man!"" New York : George H. Doran, c1920. Also available in digital form.",https://www.loc.gov/item/20004128/
"Brief on behalf the Syndic of the General of the Princedom of Catalonia and Procurator of the Most Serene Genovese Republic, Hipólito Galló and others, versus the Fiscal Procurator and other officials ...","Title devised, in English, by Library staff. Jurisdiction covered: Spain; Italy. Also available in digital form on the Library of Congress Web site. Also available on microfilm (Law Library Microfilm 84/10004). Document in Catalan.",https://www.loc.gov/item/2018721377/
"Brief in order to prove the honest intervention of Jaime and Miguel Tayadela, guardians [and administrators of the property] of José Tayadela, in case concerning the examination of their accounts. [Ca.XVII Century].","Title devised, in English, by Library staff. Jurisdiction covered: Spain. Also available in digital form on the Library of Congress Web site. Also available on microfilm (Law Library Microfilm 84/10004). Document in Catalan.",https://www.loc.gov/item/2018720924/
Brief on behalf José Tayadela in the case versus Miguel Tayadela in the case concerning examination of his accounts as guardian of plaintiff. [Ca.XVII Century].,"Title devised, in English, by Library staff. Jurisdiction covered: Spain. Also available in digital form on the Library of Congress Web site. Also available on microfilm (Law Library Microfilm 84/10004). Document in Catalan.",https://www.loc.gov/item/2018720925/
"Brief on behalf Juan Margall of the village of Figueras versus doctor Antonio Clement and Agnes Clement y Milsocos, his spouse, of said village, concerning an appeal to the Royal Decision on ...","Title devised, in English, by Library staff. Jurisdiction covered: Spain. Also available in digital form on the Library of Congress Web site. Also available on microfilm (Law Library Microfilm 84/10004). Document in Catalan.",https://www.loc.gov/item/2018720985/
Brief on behalf Francisco Miscalet of the city of Barcelona on his own behalf and as legal representative of the children and heirs of Pedro Serdaña of said city of Barcelona versus ...,"Title devised, in English, by Library staff. Jurisdiction covered: Spain. Also available in digital form on the Library of Congress Web site. Also available on microfilm (Law Library Microfilm 84/10004). Document in Catalan.",https://www.loc.gov/item/2018722178/
"Royal Order by King Ferdinand granting the city of Barcelona and other royal municipalities certain rights concerning the ""leudes"" (military following the King) and other rights. [ca. 1500].","Title devised, in English, by Library staff. Jurisdiction covered: Spain. Also available in digital form on the Library of Congress Web site. Also available on microfilm (Law Library Microfilm 84/10004). Document in Catalan.",https://www.loc.gov/item/2018751283/
"Mary Church Terrell Papers: Speeches and Writings, 1866-1953; Undated; ""Aunt Dinah and Dilsey on Civilizing White Folks""",not given,https://www.loc.gov/item/mss425490554/
"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: Return J. Meigs to Horace Maynard, Wednesday, January 21, 1863 (Constitutional and international law)",not given,https://www.loc.gov/item/mal2128100/
How to build bird houses and kites.,Also available in digital form.,https://www.loc.gov/item/20009830/
"The adventures of a brownie,",Also available in digital form.,https://www.loc.gov/item/23010255/
"Speech, undated",not given,https://www.loc.gov/item/magbell.12400325/
"Article by Alexander Graham Bell, August 3, 1891",not given,https://www.loc.gov/item/magbell.13700105/
"Suffragists New Record. Half million demonstrate for woman suffrage in Hyde Park, London",not given,https://www.loc.gov/item/rbcmiller001186/
New York State Legislature. Concurrent Resolutions to amend constitution relating to voting qualifications,not given,https://www.loc.gov/item/rbcmiller002540/
Woman Taxpayer's Suffrage articles,not given,https://www.loc.gov/item/rbcmiller002870/
Suffrage Debate at Albany; Tax suffrage Act passes Senate,not given,https://www.loc.gov/item/rbcmiller002871/
"Walt Whitman Papers in the Charles E. Feinberg Collection: Literary File, 1841-1919; Prose, 1841-1892; 1876, Apr. , ""To the Foreign Reader, at Outset,"" proof sheets with corrections",not given,https://www.loc.gov/item/mss1863000896/
My twin kitties; story.,Also available in digital form.,https://www.loc.gov/item/55045821/
"Address delivered by ex-Lieutenant Governor, W. A. Northcott, of Springfield, Illinois, at Chicago, February 11th, 1909.","Differs from another edition only in arrangement of type, p. 4 beginning: representative government. Also available in digital form. LAC aaa 2019-05-10 update (1 card) LAC rwp 2019-05-22 review",https://www.loc.gov/item/12027739/
"Address of President Wilson to the Congress of the United States, January 8, 1918...","Referred to the Committee on foreign affairs and ordered printed January 8, 1918. Issued also without document series note. Also available in digital form. LAC sba 2021-12-28 update (1 card) Note on catalog card: Library has 3 copies. Not sure if ""Library"" is all of LC or only the Wilson Collection. LAC sba 2021-12-28. Note on catalog card indicates its a pamphlet. LAC sba...",https://www.loc.gov/item/18026102/
"Nantucket Historical Study, Nantucket, Nantucket County, MA",Photo(s): 190 | Photo Caption Page(s): 9,https://www.loc.gov/item/ma1248/
"Office of the Secretary of Defense Justification of Estimates for Fiscal Year 1986, Defense Production Act Purchases, Submitted to Congress February 1985",not given,https://www.loc.gov/item/00416155628/
"Department of the Army Justification of Estimates for Fiscal Year 1985, Procurement Programs, Weapons and Tracked Combat Vehicles, Submitted to Congress February 1984, Other, PEMA",not given,https://www.loc.gov/item/00416157224/
"Train Extra! Right of free speech! George Francis Train arrested in Faneuil Hall, [Newspaper].",not given,https://www.loc.gov/item/scsm000291/
The seven ages of childhood.,Also available in digital form.,https://www.loc.gov/item/09028008/
"FY 1991 Budget Estimates Air Force Reserve, Air Force Reserve, FY 91 Military Construction Program, January 1990 Justification Data Submitted to Congress",not given,https://www.loc.gov/item/00416153267/
The lonely pollywog of the mill-pond. A sanguinary drama in three scenes.,not given,https://www.loc.gov/item/27025906/
"The lost log cabin,",not given,https://www.loc.gov/item/33033688/
After they came out of the ark;,not given,https://www.loc.gov/item/18022031/
"Father Abbey's will. To which is now added, a letter of courtship to his virtuous and amiable widow. Cambridge. December 1731 ... Boston. Sold at the Bible and Heart in Cornhill [after ...","Imprint 2.; Not in Evans.; Piece 2 is a variant of Piece 1. Available also through the Library of Congress web site in two forms: as facsimile page images and as full text in SGML. Printed Ephemera Collection; Portfolio 41, Folder 13.",https://www.loc.gov/item/rbpe.04101300/
Edit du roy pour le reglement des relieurs et doreurs de livres : registré en Parlement le 7. septembre 1686.,"Signatures: A⁴. Library of Congress. Lessing J. Rosenwald collection, 1418 Also available in digital form on the Library of Congress Web site. Part of the Lessing J. Rosenwald Collection. KVJ271 1686c Copy 1 shelved under no. 1418 in the Lessing J. Rosenwald Collection. Formerly identified as: LAW. LAC ael 2019-08-27 no edits (1 card) There is no call number on the card. LAC ael...",https://www.loc.gov/item/65058931/
"Bess's early writing: ""Recipe for a Halloween party,"" circa 1929",not given,https://www.loc.gov/item/afc2014008ms2705/
"Barton County democrat (Great Bend, Kan.), December 23, 1897",,https://www.loc.gov/item/sn83040198/1897-12-23/ed-1/
"The Topeka state journal (Topeka, Kan.), August 16, 1907, (LAST EDITION)",,https://www.loc.gov/item/sn82016014/1907-08-16/ed-1/
"The Union daily times (Union, S.C.), July 14, 1922",,https://www.loc.gov/item/sn86071063/1922-07-14/ed-1/
"The evening world (New York, N.Y.), September 5, 1889, (EXTRA)",,https://www.loc.gov/item/sn83030193/1889-09-05/ed-3/
"Chicago tribune (Chicago, Ill.), May 1, 1870",,https://www.loc.gov/item/sn82014064/1870-05-01/ed-1/
"Federal Register: 57 Fed. Reg. 6457 (Feb. 25, 1992).",not given,https://www.loc.gov/item/fr057037/
"Key for Completion-test language scales,",Also available in digital form.,https://www.loc.gov/item/19019149/
"Blockley days; memories and impressions of a resident physician, 1883-1884",Also available in digital form.,https://www.loc.gov/item/16006456/
"A condensed manual on patented inventions,",Also available in digital form.,https://www.loc.gov/item/05020223/
"Cæsar and Cleopatra; a page of history,",Also available in digital form.,https://www.loc.gov/item/25013783/
"Elementary English,",Also available in digital form.,https://www.loc.gov/item/11005613/
"An English grammar,",Also available in digital form.,https://www.loc.gov/item/22000709/
"Half three score years and ten,",Also available in digital form.,https://www.loc.gov/item/19000834/
"Forest neighbors,","Four chapters from the author's larger work of the same title, published in 1902, simplified for use as a school text-book. Also available in digital form.",https://www.loc.gov/item/15026838/
How to grade and teach a country school.,Also available in digital form.,https://www.loc.gov/item/06039652/
"How to teach reading; a revised manual for teachers of the New Howell primer,",Also available in digital form.,https://www.loc.gov/item/19008993/
The human face ...,Also available in digital form.,https://www.loc.gov/item/10031808/
"The intelligence of animals,",Also available in digital form.,https://www.loc.gov/item/17005529/
"The intelligence of animals,",Also available in digital form.,https://www.loc.gov/item/13017443/
"The intelligence of animals,",Also available in digital form.,https://www.loc.gov/item/17000742/
"Jungle Joe, pride of the circus; the story of a trick elephant,",not given,https://www.loc.gov/item/26008443/
A fortnight of folly.,not given,https://www.loc.gov/item/08019967/
Looking for Alice,not given,https://www.loc.gov/item/04028953/
"The surprise book,",not given,https://www.loc.gov/item/18019302/
"The Oklahoma spirit of '17; biographical volume,",Also available in digital form.,https://www.loc.gov/item/unk82076757/
"Rational philosophy. The laws of thought of formal logic. A brief, comprehensive treatise on the laws and methods of correct thinking",Includes index. Also available in digital form.,https://www.loc.gov/item/09032929/
"Science, art, and methods of teaching; containing lectures on the science, art, and methods of education,",Also available in digital form.,https://www.loc.gov/item/06029199/
"State and county educational reorganization; the revised constitution and school code of the state of Osceola,","""Osceola is...a hypothetical state, supposed to be located somewhere in the upper Mississippi Valley.""--Pref. Also available in digital form.",https://www.loc.gov/item/14013547/
"Denson tribune (Denson, Ark.), December 3, 1943",,https://www.loc.gov/item/sn82016475/1943-12-03/ed-1/
"Denson tribune (Denson, Ark.), February 15, 1944",,https://www.loc.gov/item/sn82016475/1944-02-15/ed-1/
"The Newell star (Newell, Calif.), January 11, 1945",,https://www.loc.gov/item/sn84025952/1945-01-11/ed-1/
"The Newell star (Newell, Calif.), June 15, 1945",,https://www.loc.gov/item/sn84025952/1945-06-15/ed-1/
"H.Res.760 - 112th Congress (2011-2012): Expressing the sense of the House of Representatives that the Congress should reject the provisions of H.R. 6083, as ordered reported by the Committee on Agriculture of ...","Introduced in House. Expressing the sense of the House of Representatives that the Congress should reject the provisions of H.R. 6083, as ordered reported by the Committee on Agriculture of the House of Representatives, that reduce the availability or amount of benefits provided under the supplemental nutrition assistance program (SNAP) in effect under the Food and Nutrition Act of 2008.",https://www.congress.gov/bill/112th-congress/house-resolution/760
"Report of the proceedings of a meeting of the ladies and ward vistors of the Special relief committee, held at the rooms of the committee on Monday, January 18th, 1864.",Also available in digital form.,https://www.loc.gov/item/tmp92002803/
Souvenir de L'exposition. Le President Lincoln,not given,https://www.loc.gov/item/scsm000669/
General orders no. 64.,not given,https://www.loc.gov/item/scsm001021/
A selected list of books on the education of early childhood.,Also available in digital form.,https://www.loc.gov/item/e17000150/
The serenade party ...,Also available in digital form.,https://www.loc.gov/item/tmp96007229/
"The sewing circle meets at Mrs. Martin's,",Also available in digital form.,https://www.loc.gov/item/unk83000354/
"Department of the Air Force Justification of Estimates for Fiscal Year 1985 , Missile Procurement, Air Force, Submitted to Congress February 1984",not given,https://www.loc.gov/item/00416158654/
"The New York times (New-York [N.Y.]), December 22, 1918",,https://www.loc.gov/item/sn78004456/1918-12-22/ed-1/
"New-York tribune (New York [N.Y.]), August 24, 1919",,https://www.loc.gov/item/sn83030214/1919-08-24/ed-1/
"... With a view to the thorough distribution of such documents as will advise the country of the objects and aims of the Democratic party, the Republican congressional committee has decided to ...","Available also through the Library of Congress web site in two forms: as facsimile page images and as full text in SGML. Printed Ephemera Collection; Portfolio 207, Folder 2b.",https://www.loc.gov/item/rbpe.2070020b/
"Renovation and reconstruction for the south-west circle, and eventually for the planet Earth and all the inhabitants thereof, to commence with the Noachic inspired culture of the manipulative forces or sensations in ...","Available also through the Library of Congress web site in two forms: as facsimile page images and as full text in SGML. Printed Ephemera Collection; Portfolio 100, Folder 49.",https://www.loc.gov/item/rbpe.10004900/
Grand celebrashun ob fe bobalition ob African slabery!!!. [Cuts] Boston 1825.,"Available also through the Library of Congress web site in two forms: as facsimile page images and as full text in SGML. Printed Ephemera Collection; Portfolio 53, Folder 28.",https://www.loc.gov/item/rbpe.05302800/
"Editors' sheet from entertainment. For the use of editors who do not wish to mutilate their office copies. [Council Bluffs, Iowa. 189-?].","Available also through the Library of Congress web site in two forms: as facsimile page images and as full text in SGML. Printed Ephemera Collection; Portfolio 19, Folder 48.",https://www.loc.gov/item/rbpe.01904800/
"City council of Jacksonville on the currency question ... Dec. 19th, 1867.","Available also through the Library of Congress web site in two forms: as facsimile page images and as full text in SGML. Printed Ephemera Collection; Portfolio 18, Folder 12.",https://www.loc.gov/item/rbpe.01801200/
"A little plain talk with John Bull by Train, Jr. Philadelphia. For sale at Trentwith's newspaper and periodical depot, No. 107 South Third Street, [1862].","A little plain talk with John Bull. Available also through the Library of Congress web site in two forms: as facsimile page images and as full text in SGML. Printed Ephemera Collection; Portfolio 157, Folder 43.",https://www.loc.gov/item/rbpe.15704300/
"Factvm povr Iean Ribou, marchand libraire à Paris, prisonnier au Chasteau de la Bastille, deffendeur & accusé : contre Monsier le Procureur du Roy au Chastelet de Paris, demandeur & accusateur.","Caption title. Signed at end: Monsieur [Michel] Guillois, rapporteur. Library of Congress. Lessing J. Rosenwald collection, 1407 Also available in digital form on the Library of Congress Web site. LAC ael 2019-09-19 create (1 card) LAC ddw 2022-02-15 update (1 card)",https://www.loc.gov/item/2021656661/
"Edit du roy, povr la creation des commis ecrivains à la peau & des comis pour dresser les minutes : Donné à Versaille au mois de février 1691. Registré en la Chambre ...","Library of Congress. Lessing J. Rosenwald collection, 1420 Also available in digital form on the Library of Congress Web site. LAC ddw 2022-02-15 update (1 card)",https://www.loc.gov/item/2021657772/
"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: Joseph Holt and Winfield Scott to Abraham Lincoln, Tuesday, March 05, 1861 (Fort Sumter)",not given,https://www.loc.gov/item/mal0779200/
"The national intelligencer and Washington advertiser (Washington City [D.C.]), August 21, 1802",,https://www.loc.gov/item/sn83045242/1802-08-21/ed-1/
"Carrie Chapman Catt Papers: General Correspondence, circa 1890-1947; Swope, Mary H.",not given,https://www.loc.gov/item/mss154040332/
It's National Library Week!,"This week we are celebrating National Library Week! This year's Honorary Chair, Molly Shannon, honors the work of her favorite librarian--her mother. Read on to learn more about the history and importance of National Library Week.",https://blogs.loc.gov/nls-music-notes/2022/04/its-national-library-week/
"The ""Thriller"" at the Packard Campus Theater","The following is a guest post by Cary O’Dell, Assistant to the National Recording Preservation Board. Sometimes TV comes full circle. Certainly this is true among certain small screen genres. For example, Arthur Godfrey’s Talent Scouts, which debuted over the tube on December 6, 1948 and picked its weekly winning singer/comic/dancer via an in-studio applause-o-meter, […]",https://blogs.loc.gov/now-see-hear/2014/10/the-thriller-at-the-packard-campus-theater/
Duke Ellington on the National Film Registry: Jam Session (1942),"The Library always announces new additions to the National Film Registry in December, and this year will be no different. The National Film Preservation Board had its annual meeting in October to, among other things, advise Acting Librarian David S. Mao on Registry selections. Once they’re announced, the final 25 selections will bring the total […]",https://blogs.loc.gov/now-see-hear/2015/12/duke-ellington-on-the-national-film-registry-jam-session-1942/
At the Packard Campus–May 2018,"Thursday, May 3 (7:30 p.m.) Overboard (MGM/UA, 1987) Spoiled heiress Joanna Stayton (Goldie Hawn) hires carpenter Dean Proffitt (Kurt Russell) to build a closet on her yacht, then refuses to pay when the project is completed. When Joanna accidentally falls overboard and loses her memory, Dean takes advantage of the situation to seek revenge. This […]",https://blogs.loc.gov/now-see-hear/2018/04/at-the-packard-campus-may-2018/
"On the Recording Registry: ""The OKeh Laughing Record"" (1922)","“The OKeh Laughing Record” original label Imported into the United States in 1922, “The OKeh Laughing Record” is one of the most unusual, (in its way) influential, and surprisingly enduring novelty records ever recorded. Actually, there is nothing overly complicated about the recording itself. On it, a solo cornetist begins a rather slow, sad, even […]",https://blogs.loc.gov/now-see-hear/2021/06/on-the-recording-registry-the-okeh-laughing-record-1922/
Charles and Ray Eames Slides: New Finding Aid Available,"The following is a guest post by Ryan Brubacher, Reference Librarian, and Emma Esperon, Archivist, Prints & Photographs Division. We’re proud to welcome the Slides from the Eames Collection inventory to an online and searchable platform to help researchers discover descriptions of materials they didn’t even know they were looking for! The slides by noted […]",https://blogs.loc.gov/picturethis/2019/08/charles-and-ray-eames-slides-new-finding-aid-available/
Caught Our Eyes: The Ramirez Family Farm,"Brett Carnell, Head of the Prints & Photographs Division Technical Services section, explains what caught his attention about a photo he added to our local picture “sharing” wall. This photograph of the Ramirez family first caught my eye because it reminded me of my youth.  I was raised in the rural West where semi-arid farming […]",https://blogs.loc.gov/picturethis/2019/10/caught-our-eyes-the-ramirez-family-farm/
Behind the Scenes: Bringing Pictures to the Public,"Below is an interview with Jon Eaker, Reference Librarian in the Prints & Photographs Division at the Library of Congress. Melissa: Thanks for agreeing to an interview, Jon. Can you fill us in on your background, and what led you to become a reference librarian here in the Prints & Photographs Division? Jon:  Well, I’ve […]",https://blogs.loc.gov/picturethis/2020/01/behind-the-scenes-bringing-pictures-to-the-public/
Ready for Research: Look Magazine Picture Research File,"The following is a guest post by Eric Peich, Archivist, and Hanna Soltys, Reference Librarian, Prints & Photographs Division. We’re pleased to feature it as part of our new “Ready for Research” blog series, which highlights collections moving out of the backlog. The recent hiring of new staff is helping us organize and describe more […]",https://blogs.loc.gov/picturethis/2020/01/ready-for-research-look-magazine-picture-research-file/
The Library's Primary Source Analysis Tool: Helping K-12 Students Start Analyzing Primary Sources,Learn how to get started with an easy-to-use tool to guide students through primary source analysis.,https://blogs.loc.gov/teachers/2011/11/the-library%e2%80%99s-primary-source-analysis-tool-helping-k-12-students-start-analyzing-primary-sources/
"Discovering a ""lost"" clarinetist in the Stravinsky/Craft Collection","This is a guest post by Stephanie Akau, who just completed a 2018 Library of Congress Junior Fellowship. She is working towards a Master of Library and Information Science degree at San José State University and will graduate in May 2019. She is currently a library information specialist at the University of New Mexico. She […]",https://blogs.loc.gov/music/2018/08/discovering-a-lost-clarinetist-in-the-stravinsky-craft-collection/
